temps,int_Rheel_inter,int_Rheel_ext,int_Rmiddle_inter,int_Rmiddle_ext,int_Rfinger
0.23938798904418945,0,0,0,0,0
0.24053382873535156,0,0,0,0,0
0.24199914932250977,0,0,0,0,0
0.243699312210083,0,0,0,0,0
0.24579858779907227,0,0,0,0,0
0.248183012008667,0,0,0,0,0
0.2507188320159912,0,0,0,0,0
0.2521216869354248,0,0,0,0,0
0.2533135414123535,0,0,0,0,0
0.2547285556793213,0,0,0,0,0
0.2560763359069824,0,0,0,0,0
0.25855207443237305,0,0,0,0,0
0.26125359535217285,0,0,0,0,0
0.2627565860748291,0,0,0,0,0
0.2637927532196045,0,0,0,0,0
0.2650437355041504,0,0,0,0,0
0.2676727771759033,0,0,0,0,0
0.26912403106689453,0,0,0,0,0
0.27048587799072266,0,0,0,0,0
0.2735762596130371,0,0,0,0,0
0.2757093906402588,0,0,0,0,0
0.27785778045654297,0,0,0,0,0
0.2811405658721924,0,0,0,0,0
0.28258466720581055,0,0,0,0,0
0.2843494415283203,0,0,0,0,0
0.2855827808380127,0,0,0,0,0
0.28913044929504395,0,0,0,0,0
0.29064297676086426,0,0,0,0,0
0.29364013671875,0,0,0,0,0
0.2950441837310791,0,0,0,0,0
0.296370267868042,0,0,0,0,0
0.29804563522338867,0,0,0,0,0
0.29964613914489746,0,0,0,0,0
0.30218052864074707,0,0,0,0,0
0.3034951686859131,0,0,0,0,0
0.3056926727294922,0,0,0,0,0
0.30733251571655273,0,0,0,0,0
0.3098015785217285,0,0,0,0,0
0.3118913173675537,0,0,0,0,0
0.3150455951690674,0,0,0,0,0
0.3187739849090576,0,0,0,0,0
0.31996655464172363,0,0,0,0,0
0.32384705543518066,0,0,0,0,0
0.3251972198486328,0,0,0,0,0
0.3268415927886963,0,0,0,0,0
0.3282492160797119,0,0,0,0,0
0.3296382427215576,0,0,0,0,0
0.33246350288391113,0,0,0,0,0
0.334730863571167,0,0,0,0,0
0.337343692779541,0,0,0,0,0
0.33886122703552246,0,0,0,0,0
0.3411245346069336,0,0,0,0,0
0.34273219108581543,0,0,0,0,0
0.3453187942504883,0,0,0,0,0
0.34912919998168945,0,0,0,0,0
0.3511521816253662,0,0,0,0,0
0.35321903228759766,0,0,0,0,0
0.35669660568237305,0,0,0,0,0
0.3587050437927246,0,0,0,0,0
0.36068296432495117,0,0,0,0,0
0.36245036125183105,0,0,0,0,0
0.3639824390411377,0,0,0,0,0
0.3674027919769287,0,0,0,0,0
0.36905884742736816,0,0,0,0,0
0.3731038570404053,0,0,0,0,0
0.37583184242248535,0,0,0,0,0
0.37775301933288574,0,0,0,0,0
0.3797476291656494,0,0,0,0,0
0.3814270496368408,0,0,0,0,0
0.38540101051330566,0,0,0,0,0
0.38750123977661133,0,0,0,0,0
0.3905203342437744,0,0,0,0,0
0.39351892471313477,0,0,0,0,0
0.39532899856567383,0,0,0,0,0
0.39719200134277344,0,0,0,0,0
0.39934396743774414,0,0,0,0,0
0.40200090408325195,0,0,0,0,0
0.4037189483642578,0,0,0,0,0
0.40672826766967773,0,0,0,0,0
0.40982604026794434,0,0,0,0,0
0.41160130500793457,0,0,0,0,0
0.41312742233276367,0,0,0,0,0
0.4147510528564453,0,0,0,0,0
0.41777920722961426,0,0,0,0,0
0.4196772575378418,0,0,0,0,0
0.4221782684326172,0,0,0,0,0
0.42452430725097656,0,0,0,0,0
0.4266068935394287,0,0,0,0,0
0.4283945560455322,0,0,0,0,0
0.43021368980407715,0,1,0,0,0
0.4321315288543701,0,0,0,0,0
0.43451905250549316,0,0,0,0,0
0.43744373321533203,0,0,0,0,0
0.44062018394470215,0,0,0,0,0
0.44341492652893066,0,0,0,0,0
0.44555091857910156,0,0,0,0,0
0.44896411895751953,0,0,0,0,0
0.4506964683532715,0,0,0,0,0
0.4549140930175781,0,0,0,0,0
0.4573643207550049,0,0,0,0,0
0.4589860439300537,0,0,0,0,0
0.4612455368041992,0,0,0,0,0
0.4635918140411377,0,0,0,0,0
0.4653129577636719,0,0,0,0,0
0.4671471118927002,0,0,0,0,0
0.4687459468841553,0,0,0,0,0
0.47172975540161133,0,0,0,0,0
0.4738774299621582,0,0,0,0,0
0.47631096839904785,0,0,0,0,0
0.4784667491912842,0,0,0,0,0
0.48067307472229004,0,0,0,0,0
0.4825894832611084,0,0,0,0,0
0.48610424995422363,0,0,0,0,0
0.49009013175964355,0,0,0,0,0
0.49380016326904297,0,0,0,0,0
0.4954190254211426,0,0,0,0,0
0.4989316463470459,0,0,0,0,0
0.5007219314575195,0,0,0,0,0
0.5024266242980957,0,0,0,0,0
0.5041167736053467,0,0,0,0,0
0.5065820217132568,0,0,0,0,0
0.5091288089752197,0,0,0,0,0
0.5123195648193359,0,0,0,0,0
0.5142953395843506,0,0,0,0,0
0.5163092613220215,0,0,0,0,0
0.5183103084564209,0,0,0,0,0
0.5202312469482422,0,0,0,0,0
0.5235316753387451,0,0,0,0,0
0.5256133079528809,0,0,0,0,0
0.528550386428833,0,0,0,0,0
0.530775785446167,0,0,0,0,0
0.5348527431488037,0,0,0,0,0
0.5364220142364502,0,0,0,0,0
0.5385856628417969,0,0,0,0,0
0.5403203964233398,0,0,0,0,0
0.5440008640289307,0,0,0,0,0
0.5459346771240234,0,0,0,0,0
0.5482754707336426,0,0,0,0,0
0.5501325130462646,0,0,0,0,0
0.5521674156188965,0,0,0,0,0
0.554309606552124,0,0,0,0,0
0.5564401149749756,0,0,0,0,0
0.5595083236694336,0,0,0,0,0
0.5625076293945312,0,0,0,0,0
0.5665888786315918,0,0,0,0,0
0.5697822570800781,0,0,0,0,0
0.5740456581115723,0,0,0,0,0
0.5765163898468018,0,0,0,0,0
0.5789916515350342,0,0,0,0,0
0.5826215744018555,0,0,0,0,0
0.5847282409667969,0,0,0,0,0
0.5866916179656982,0,0,0,0,0
0.5909814834594727,0,0,0,0,0
0.5937294960021973,0,0,0,0,0
0.5961034297943115,0,0,0,0,0
0.5979824066162109,0,0,0,0,0
0.6007227897644043,0,0,0,0,0
0.6027565002441406,0,0,0,0,0
0.6056513786315918,0,0,0,0,0
0.608027458190918,0,0,0,0,0
0.6099367141723633,0,0,0,0,0
0.6118035316467285,0,0,0,0,0
0.6143069267272949,0,0,0,0,0
0.6172389984130859,0,0,0,0,0
0.619617223739624,0,0,0,0,0
0.6220433712005615,0,0,0,0,0
0.625032901763916,0,0,0,0,0
0.627455472946167,0,0,0,0,0
0.6302993297576904,0,0,0,0,0
0.6324319839477539,0,0,0,0,0
0.6348810195922852,0,0,0,0,0
0.6370730400085449,0,0,0,0,0
0.6394236087799072,0,0,0,0,0
0.6430702209472656,0,0,0,0,0
0.648773193359375,0,0,0,0,0
0.6510000228881836,0,0,0,0,0
0.6549520492553711,0,0,0,0,0
0.6577811241149902,0,0,0,0,0
0.6605410575866699,0,0,0,0,0
0.6630334854125977,0,0,0,0,0
0.666278600692749,0,0,0,0,0
0.6686358451843262,0,0,0,0,0
0.6732587814331055,0,0,0,0,0
0.6752912998199463,0,0,0,0,0
0.6787383556365967,0,0,0,0,0
0.6817150115966797,0,0,0,0,0
0.68393874168396,0,0,0,0,0
0.6883337497711182,0,0,0,0,0
0.6908252239227295,0,0,0,0,0
0.6928608417510986,0,0,0,0,0
0.6953277587890625,0,0,0,0,0
0.698798656463623,0,0,0,0,0
0.7017765045166016,0,0,0,0,0
0.7040469646453857,0,0,0,0,0
0.7063772678375244,0,0,0,0,0
0.7095894813537598,0,0,0,0,0
0.7125740051269531,0,0,0,0,0
0.7171273231506348,0,0,0,0,0
0.7205042839050293,0,0,0,0,0
0.7234606742858887,0,0,0,0,0
0.7259368896484375,0,0,0,0,0
0.7281224727630615,0,0,0,0,0
0.731846809387207,0,0,0,0,0
0.7340407371520996,0,0,0,0,0
0.737621545791626,0,0,0,0,0
0.7406220436096191,0,0,0,0,0
0.7430381774902344,0,0,0,0,0
0.7452325820922852,0,0,0,0,0
0.7474899291992188,0,0,0,0,0
0.7499752044677734,0,0,0,0,0
0.7522404193878174,0,0,0,0,0
0.754554033279419,0,0,0,0,0
0.7578892707824707,0,0,0,0,0
0.760892391204834,0,0,0,0,0
0.763218879699707,0,0,0,0,0
0.7658207416534424,0,0,0,0,0
0.7683520317077637,0,0,0,0,0
0.7714614868164062,0,0,0,0,0
0.7744531631469727,0,0,0,0,0
0.7789826393127441,0,0,0,0,0
0.7835948467254639,0,0,0,0,0
0.7857916355133057,0,0,0,0,0
0.7879428863525391,0,0,0,0,0
0.7901041507720947,0,0,0,0,0
0.792243480682373,0,0,0,0,0
0.7943539619445801,0,0,0,0,0
0.7966434955596924,0,0,0,0,0
0.7990663051605225,0,0,0,0,0
0.8016490936279297,0,0,0,0,0
0.8041749000549316,0,0,0,0,0
0.8080389499664307,0,0,0,0,0
0.8119306564331055,0,0,0,0,0
0.8190803527832031,0,0,0,0,0
0.8248848915100098,0,0,0,0,0
0.8286798000335693,0,0,0,0,0
0.8318841457366943,0,0,0,0,0
0.835160493850708,0,0,0,0,0
0.8376257419586182,0,0,0,0,0
0.8409104347229004,0,0,0,0,0
0.8455660343170166,0,0,0,0,0
0.8482434749603271,0,0,0,0,0
0.8513538837432861,0,0,0,0,0
0.856619119644165,0,0,0,0,0
0.8615012168884277,0,0,0,0,0
0.864069938659668,0,0,0,0,0
0.8663585186004639,0,0,0,0,0
0.8689923286437988,0,0,0,0,0
0.8718795776367188,0,0,0,0,0
0.8743174076080322,0,0,0,0,0
0.8782446384429932,0,0,0,0,0
0.8819015026092529,0,0,0,0,0
0.8871939182281494,0,0,0,0,0
0.8907344341278076,0,0,0,0,0
0.8941733837127686,0,0,0,0,0
0.8978996276855469,0,0,0,0,0
0.9011502265930176,0,0,0,0,0
0.904541015625,0,0,0,0,0
0.9089922904968262,0,0,0,0,0
0.9126543998718262,0,0,0,0,0
0.9156637191772461,0,0,0,0,0
0.9184849262237549,0,0,0,0,0
0.9209520816802979,0,0,0,0,0
0.9249796867370605,0,0,0,0,0
0.9277939796447754,0,0,0,0,0
0.9319100379943848,0,0,0,0,0
0.9345107078552246,0,0,0,0,0
0.9373173713684082,0,0,0,0,0
0.9396789073944092,0,0,0,0,0
0.942833662033081,0,0,0,0,0
0.9467532634735107,0,0,0,0,0
0.9496073722839355,0,0,0,0,0
0.9535844326019287,0,0,0,0,0
0.9569406509399414,0,0,0,0,0
0.9597880840301514,0,0,0,0,0
0.9628884792327881,0,0,0,0,0
0.9664649963378906,0,0,0,0,0
0.9696059226989746,0,0,0,0,0
0.9728691577911377,0,0,0,0,0
0.9776430130004883,0,0,0,0,0
0.9801015853881836,0,0,0,0,0
0.9841763973236084,0,0,0,0,0
0.9865427017211914,0,0,0,0,0
0.9913182258605957,0,0,0,0,0
0.9937355518341064,0,0,0,0,0
0.9967746734619141,0,0,0,0,0
1.00187349319458,0,0,0,0,0
1.0061779022216797,0,0,0,0,0
1.0087239742279053,0,0,0,0,0
1.011786937713623,0,0,0,0,0
1.0162689685821533,0,0,0,0,0
1.0230462551116943,0,0,0,0,0
1.0288197994232178,0,0,0,0,0
1.0326833724975586,0,0,0,0,0
1.0360300540924072,0,0,0,0,0
1.0386450290679932,0,0,0,0,0
1.0439872741699219,0,0,0,0,0
1.0466480255126953,0,0,0,0,0
1.0499560832977295,0,0,0,0,0
1.053013801574707,0,0,0,0,0
1.0570142269134521,0,0,0,0,0
1.0599651336669922,0,0,0,0,0
1.0659704208374023,0,0,0,0,0
1.0696349143981934,0,0,0,0,0
1.072749376296997,0,0,0,0,0
1.0754013061523438,0,0,0,0,0
1.0782005786895752,0,0,0,0,0
1.0825819969177246,0,0,0,0,0
1.0863027572631836,0,0,0,0,0
1.0911378860473633,0,0,0,0,0
1.0961780548095703,0,0,0,0,0
1.1007099151611328,0,0,0,0,0
1.105264663696289,0,0,0,0,0
1.1301679611206055,0,0,0,0,0
1.1346161365509033,0,0,0,0,0
1.1483557224273682,0,0,0,0,0
1.1539902687072754,0,0,0,0,0
1.1573071479797363,0,0,0,0,0
1.1603305339813232,0,0,0,0,0
1.16325044631958,0,0,0,0,0
1.1676042079925537,0,0,0,0,0
1.170868158340454,0,0,0,0,0
1.1754014492034912,0,0,0,0,0
1.1784424781799316,0,0,0,0,0
1.181626796722412,0,0,0,0,0
1.1851692199707031,0,0,0,0,0
1.1892573833465576,0,0,0,0,0
1.1925034523010254,0,0,0,0,0
1.195770263671875,0,0,0,0,0
1.1994030475616455,0,0,0,0,0
1.2034502029418945,0,0,0,0,0
1.2076773643493652,0,0,0,0,0
1.211979866027832,0,0,0,0,0
1.2155554294586182,0,0,0,0,0
1.2183058261871338,0,0,0,0,0
1.2210116386413574,0,0,0,0,0
1.228468656539917,0,0,0,0,0
1.231250286102295,0,0,0,0,0
1.233950138092041,0,0,0,0,0
1.2373368740081787,0,0,0,0,0
1.2400238513946533,0,0,0,0,0
1.2431271076202393,0,0,0,0,0
1.2470626831054688,0,0,0,0,0
1.2520346641540527,0,0,0,0,0
1.2560169696807861,0,0,0,0,0
1.2599050998687744,0,0,0,0,0
1.26369047164917,0,0,0,0,0
1.267303466796875,0,0,0,0,0
1.2729203701019287,0,0,0,0,0
1.2756989002227783,0,0,0,0,0
1.2790327072143555,0,0,0,0,0
1.2820358276367188,0,0,0,0,0
1.2848737239837646,0,0,0,0,0
1.291079044342041,0,0,0,0,0
1.2939157485961914,0,0,0,0,0
1.297175407409668,0,0,0,0,0
1.3023135662078857,0,0,0,0,0
1.3054759502410889,0,0,0,0,0
1.3084027767181396,0,0,0,0,0
1.3113291263580322,0,0,0,0,0
1.3142259120941162,0,0,0,0,0
1.31943678855896,0,0,0,0,0
1.3232457637786865,0,0,0,0,0
1.328568935394287,0,0,0,0,0
1.3329784870147705,0,0,0,0,0
1.3379805088043213,0,0,0,0,0
1.3418807983398438,0,0,0,0,0
1.346144437789917,0,0,0,0,0
1.3522167205810547,0,0,0,0,0
1.3556499481201172,0,0,0,0,0
1.361943244934082,0,0,0,0,0
1.3680412769317627,0,0,0,0,0
1.371171474456787,0,0,0,0,0
1.3765501976013184,0,0,0,0,0
1.3822553157806396,0,0,0,0,0
1.3873960971832275,0,0,0,0,0
1.3904764652252197,0,0,0,0,0
1.3934457302093506,0,0,0,0,0
1.398219347000122,0,0,0,0,0
1.4017071723937988,0,0,0,0,0
1.4050030708312988,0,0,0,0,0
1.4082343578338623,0,0,0,0,0
1.4149930477142334,0,0,0,0,0
1.41921067237854,0,0,0,0,0
1.4276666641235352,0,0,0,0,0
1.432237148284912,0,0,0,0,0
1.435596227645874,0,0,0,0,0
1.4390034675598145,0,0,0,0,0
1.4422276020050049,0,0,0,0,0
1.4488587379455566,0,0,0,0,0
1.4546749591827393,0,0,0,0,0
1.4643950462341309,0,0,0,0,0
1.4709527492523193,0,0,0,0,0
1.4777355194091797,0,0,0,0,0
1.483400583267212,0,0,0,0,0
1.4868907928466797,0,0,0,0,0
1.4911603927612305,0,0,0,0,0
1.4964635372161865,0,0,0,0,0
1.5018339157104492,0,0,0,0,0
1.5054495334625244,0,0,0,0,0
1.5128564834594727,0,0,0,0,0
1.5174987316131592,0,0,0,0,0
1.5263643264770508,0,0,0,0,0
1.5329937934875488,0,0,0,0,0
1.5380113124847412,0,0,0,0,0
1.541149377822876,0,0,0,0,0
1.5469648838043213,0,0,0,0,0
1.5512962341308594,0,0,0,0,0
1.5558576583862305,0,0,0,0,0
1.561354398727417,0,0,0,0,0
1.5676419734954834,0,0,0,0,0
1.5755136013031006,0,0,0,0,0
1.5793654918670654,0,0,0,0,0
1.584571361541748,0,0,0,0,0
1.5890429019927979,0,0,0,0,0
1.6053431034088135,0,0,0,0,0
1.625176191329956,0,0,0,0,0
1.6355953216552734,0,0,0,0,0
1.6417558193206787,0,0,0,0,0
1.648122787475586,0,0,0,0,0
1.653968095779419,0,0,0,0,0
1.6608867645263672,0,0,0,0,0
1.6756432056427002,0,0,0,0,0
1.6804442405700684,0,0,0,0,0
1.6868324279785156,0,0,0,0,0
1.6924784183502197,0,0,0,0,0
1.7018153667449951,0,0,0,0,0
1.7105610370635986,0,0,0,0,0
1.7177386283874512,0,0,0,0,0
1.721648931503296,0,0,0,0,0
1.7248971462249756,0,0,0,0,0
1.7306292057037354,0,0,0,0,0
1.7339670658111572,0,0,0,0,0
1.7375552654266357,0,0,0,0,0
1.7428574562072754,0,0,0,0,0
1.7483851909637451,0,0,0,0,0
1.7515363693237305,0,0,0,0,0
1.7551283836364746,0,0,0,0,0
1.7585837841033936,0,0,0,0,0
1.7624032497406006,0,0,0,0,0
1.7658662796020508,0,0,0,0,0
1.770843505859375,0,0,0,0,0
1.7766814231872559,0,0,0,0,0
1.7811872959136963,0,0,0,0,0
1.7856955528259277,0,0,0,0,0
1.7923295497894287,0,0,0,0,0
1.7961766719818115,0,0,0,0,0
1.8014194965362549,0,0,0,0,0
1.8074259757995605,0,0,0,0,0
1.8112008571624756,0,0,0,0,0
1.8144893646240234,0,0,0,0,0
1.8214173316955566,0,0,0,0,0
1.8284077644348145,0,0,0,0,0
1.831883430480957,0,0,0,0,0
1.8357131481170654,0,0,0,0,0
1.844148874282837,0,0,0,0,0
1.8508665561676025,0,0,0,0,0
1.8571524620056152,0,0,0,0,0
1.8605830669403076,0,0,0,0,0
1.8668971061706543,0,0,0,0,0
1.8706395626068115,0,0,0,0,0
1.9042999744415283,0,0,0,0,0
1.9100062847137451,0,0,0,0,0
1.919703722000122,0,0,0,0,0
1.9332847595214844,0,0,0,0,0
1.940854787826538,0,0,0,0,0
1.9477174282073975,0,0,0,0,0
1.9555461406707764,0,0,0,0,0
1.9629230499267578,0,0,0,0,0
1.9696323871612549,0,0,0,0,0
1.9784157276153564,0,0,0,0,0
1.9837455749511719,0,0,0,0,0
1.9976000785827637,0,0,0,0,0
2.004901170730591,0,0,0,0,0
2.016777992248535,0,0,0,0,0
2.022796869277954,0,0,0,0,0
2.0314223766326904,0,0,0,0,0
2.036637544631958,0,0,0,0,0
2.043703556060791,0,0,0,0,0
2.0477025508880615,0,0,0,0,0
2.0523135662078857,0,0,0,0,0
2.0613927841186523,0,0,0,0,0
2.0681469440460205,0,0,0,0,0
2.078493595123291,0,0,0,0,0
2.0857324600219727,0,0,0,0,0
2.092154026031494,0,0,0,0,0
2.0982699394226074,0,0,0,0,0
2.104477882385254,0,0,0,0,0
2.1080071926116943,0,0,0,0,0
2.111351490020752,0,0,0,0,0
2.115025043487549,0,0,0,0,0
2.1185824871063232,0,0,0,0,0
2.1247453689575195,0,0,0,0,0
2.128307342529297,0,0,0,0,0
2.133084535598755,0,0,0,0,0
2.1384811401367188,0,0,0,0,0
2.1424801349639893,0,0,0,0,0
2.146094799041748,0,0,0,0,0
2.149866819381714,0,0,0,0,0
2.1540496349334717,0,0,0,0,0
2.158721446990967,0,0,0,0,0
2.1633434295654297,0,0,0,0,0
2.169173002243042,0,0,0,0,0
2.1733956336975098,0,0,0,0,0
2.1773617267608643,0,0,0,0,0
2.1838128566741943,0,0,0,0,0
2.190441370010376,0,0,0,0,0
2.2002038955688477,0,0,0,0,0
2.207509756088257,0,0,0,0,0
2.2187235355377197,0,0,0,0,0
2.2305994033813477,0,0,0,0,0
2.234565496444702,0,0,0,0,0
2.239912271499634,0,0,0,0,0
2.245424509048462,0,0,0,0,0
2.2538256645202637,0,0,0,0,0
2.258138418197632,0,0,0,0,0
2.2620229721069336,0,0,0,0,0
2.267237901687622,0,0,0,0,0
2.2728824615478516,0,0,0,0,0
2.277092933654785,0,0,0,0,0
2.2824974060058594,0,0,0,0,0
2.2937967777252197,0,0,0,0,0
2.300114631652832,0,0,0,0,0
2.3082313537597656,0,0,0,0,0
2.3233885765075684,0,0,0,0,0
2.329357862472534,0,0,0,0,0
2.3368778228759766,0,0,0,0,0
2.346212148666382,0,0,0,0,0
2.3954689502716064,0,0,0,0,0
2.4052040576934814,0,0,0,0,0
2.4207582473754883,0,0,0,0,0
2.434298515319824,0,0,0,0,0
2.4400665760040283,0,0,0,0,0
2.446713924407959,0,0,0,0,0
2.4570999145507812,0,0,0,0,0
2.4627413749694824,0,0,0,0,0
2.4687349796295166,0,0,0,0,0
2.476389169692993,0,0,0,0,0
2.482225179672241,0,0,0,0,0
2.4932992458343506,0,0,0,0,0
2.4990196228027344,0,0,0,0,0
2.5058090686798096,0,0,0,0,0
2.512866735458374,0,0,0,0,0
2.5190024375915527,0,0,0,0,0
2.5251829624176025,0,0,0,0,0
2.5323286056518555,0,0,0,0,0
2.539419174194336,0,0,0,0,0
2.5468668937683105,0,0,0,0,0
