time2,int_Lheel_inter,int_Lheel_ext,int_Lmiddle_inter,int_Lmiddle_ext,int_Lfinger
0,0,0,0,0,0
0.003976583480834961,0,0,0,0,0
0.004387855529785156,0,0,0,0,0
0.004605293273925781,0,0,0,0,0
0.0047953128814697266,0,0,0,0,0
0.005008697509765625,0,0,0,0,0
0.005155801773071289,0,0,0,0,0
0.0052945613861083984,0,0,0,0,0
0.005443096160888672,0,0,0,0,0
0.0058443546295166016,0,0,0,0,0
0.006072521209716797,0,0,0,0,0
0.006659030914306641,0,0,0,0,0
0.0069653987884521484,0,0,0,0,0
0.0073244571685791016,0,0,0,0,0
0.0077440738677978516,0,0,0,0,0
0.008042097091674805,0,0,0,0,0
0.008472681045532227,0,0,0,0,0
0.008765220642089844,0,0,0,0,0
0.009065389633178711,0,0,0,0,0
0.010391473770141602,0,0,0,0,0
0.011287927627563477,0,0,0,0,0
0.011720418930053711,0,0,0,0,0
0.012507200241088867,0,0,0,0,0
0.013039112091064453,0,0,0,0,0
0.014723062515258789,0,0,0,0,0
0.015844345092773438,0,0,0,0,0
0.016419410705566406,0,0,0,0,0
0.016902923583984375,0,0,0,0,0
0.01735830307006836,0,0,0,0,0
0.017763376235961914,0,0,0,0,0
0.01853346824645996,0,0,0,0,0
0.02044987678527832,0,0,0,0,0
0.021103858947753906,0,0,0,0,0
0.022014141082763672,0,0,0,0,0
0.023455381393432617,0,0,0,0,0
0.024153709411621094,0,0,0,0,0
0.0247647762298584,0,0,0,0,0
0.026680946350097656,0,0,0,0,0
0.02847003936767578,0,0,0,0,0
0.029076814651489258,0,0,0,0,0
0.02959132194519043,0,0,0,0,0
0.030138254165649414,0,0,0,0,0
0.03064560890197754,0,0,0,0,0
0.031149864196777344,0,0,0,0,0
0.033010244369506836,0,0,0,0,0
0.03368401527404785,0,0,0,0,0
0.034619808197021484,0,0,0,0,0
0.03622102737426758,0,0,0,0,0
0.03709840774536133,0,0,0,0,0
0.037743330001831055,0,0,0,0,0
0.0400238037109375,0,0,0,0,0
0.0421597957611084,0,0,0,0,0
0.04269886016845703,0,0,0,0,0
0.043211936950683594,0,0,0,0,0
0.0438084602355957,0,0,0,0,0
0.0444943904876709,0,0,0,0,0
0.046331167221069336,0,0,0,0,0
0.0479123592376709,0,0,0,0,0
0.048605918884277344,0,0,0,0,0
0.049263715744018555,0,0,0,0,0
0.050752878189086914,0,0,0,0,0
0.05141782760620117,0,0,0,0,0
0.05217337608337402,0,0,0,0,0
0.053464651107788086,0,0,0,0,0
0.05478811264038086,0,0,0,0,0
0.05554056167602539,0,0,0,0,0
0.05678963661193848,0,0,0,0,0
0.05764055252075195,0,0,0,0,0
0.05877518653869629,0,0,0,0,0
0.06129956245422363,0,0,0,0,0
0.061994314193725586,0,0,0,0,0
0.06281232833862305,0,0,0,0,0
0.06362175941467285,0,0,0,0,0
0.06433677673339844,0,0,0,0,0
0.06505227088928223,0,0,0,0,0
0.0657510757446289,0,0,0,0,0
0.06652188301086426,0,0,0,0,0
0.06776881217956543,0,0,0,0,0
0.06866812705993652,0,0,0,0,0
0.06946039199829102,0,0,0,0,0
0.07055115699768066,0,0,0,0,0
0.07226371765136719,0,0,0,0,0
0.07308077812194824,0,0,0,0,0
0.07510042190551758,0,0,0,0,0
0.07753467559814453,0,0,0,0,0
0.07831311225891113,0,0,0,0,0
0.07904386520385742,0,0,0,0,0
0.07985925674438477,0,0,0,0,0
0.08155703544616699,0,0,0,0,0
0.08233094215393066,0,0,0,0,0
0.08449172973632812,0,0,0,0,0
0.08524036407470703,0,0,0,0,0
0.08597922325134277,0,0,0,0,0
0.08686375617980957,0,0,0,0,0
0.08773136138916016,0,0,0,0,0
0.08855628967285156,0,0,0,0,0
0.08985733985900879,0,0,0,0,0
0.09136605262756348,0,0,0,0,0
0.09258747100830078,0,0,0,0,0
0.09364962577819824,0,0,0,0,0
0.09460806846618652,0,0,0,0,0
0.09729504585266113,0,0,0,0,0
0.09817886352539062,0,0,0,0,0
0.10090804100036621,0,0,0,0,0
0.10181665420532227,0,0,0,0,0
0.10264062881469727,0,0,0,0,0
0.10355973243713379,0,0,0,0,0
0.104522705078125,0,0,0,0,0
0.10544443130493164,0,0,0,0,0
0.10756206512451172,0,0,0,0,0
0.10849761962890625,0,0,0,0,0
0.1092677116394043,0,0,0,0,0
0.110198974609375,0,0,0,0,0
0.11187005043029785,0,0,0,0,0
0.11313509941101074,0,0,0,0,0
0.11526870727539062,0,0,0,0,0
0.1175987720489502,0,0,0,0,0
0.11863970756530762,0,0,0,0,0
0.11971759796142578,0,0,0,0,0
0.12075042724609375,0,0,0,0,0
0.12161970138549805,0,0,0,0,0
0.12256622314453125,0,0,0,0,0
0.12488555908203125,0,0,0,0,0
0.125779390335083,0,0,0,0,0
0.12659692764282227,0,0,0,0,0
0.12861299514770508,0,0,0,0,0
0.12953805923461914,0,0,0,0,0
0.13044524192810059,0,0,0,0,0
0.13279056549072266,0,0,0,0,0
0.13430237770080566,0,0,0,0,0
0.13566088676452637,0,0,0,0,0
0.13670802116394043,0,0,0,0,0
0.13829803466796875,0,0,0,0,0
0.13947081565856934,0,0,0,0,0
0.1420307159423828,0,0,0,0,0
0.14418935775756836,0,0,0,0,0
0.145782470703125,0,0,0,0,0
0.14756011962890625,0,0,0,0,0
0.14891409873962402,0,0,0,0,0
0.15024590492248535,0,0,0,0,0
0.15136003494262695,0,0,0,0,0
0.15220141410827637,0,0,0,0,0
0.15459752082824707,0,0,0,0,0
0.15795421600341797,0,0,0,0,0
0.15897107124328613,0,0,0,0,0
0.15998125076293945,0,0,0,0,0
0.16101765632629395,0,0,0,0,0
0.16267061233520508,0,0,0,0,0
0.16451668739318848,0,0,0,0,0
0.1657102108001709,0,0,0,0,0
0.1669018268585205,0,0,0,0,0
0.16836881637573242,0,0,0,0,0
0.16968131065368652,0,0,0,0,0
0.1714191436767578,0,0,0,0,0
0.17391371726989746,0,0,0,0,0
0.1758103370666504,0,0,0,0,0
0.17689919471740723,0,0,0,0,0
0.17975163459777832,0,0,0,0,0
0.1809406280517578,0,0,0,0,0
0.18214821815490723,0,0,0,0,0
0.18350791931152344,0,0,0,0,0
0.1853640079498291,0,0,0,0,0
0.1865541934967041,0,0,0,0,0
0.18756318092346191,0,0,0,0,0
0.1885547637939453,0,0,0,0,0
0.18964552879333496,0,0,0,0,0
0.19200801849365234,0,0,0,0,0
0.19406628608703613,0,0,0,0,0
0.1959700584411621,0,0,0,0,0
0.1975705623626709,0,0,0,0,0
0.20017313957214355,0,0,0,0,0
0.20181894302368164,0,0,0,0,0
0.20317554473876953,0,0,0,0,0
0.20593857765197754,0,0,0,0,0
0.20821356773376465,0,0,0,0,0
0.20947551727294922,0,0,0,0,0
0.21163535118103027,0,0,0,0,0
0.21282958984375,0,0,0,0,0
0.21431946754455566,0,0,0,0,0
0.21544241905212402,0,0,0,0,0
0.21730327606201172,0,0,0,0,0
0.21850323677062988,0,0,0,0,0
0.21974539756774902,0,0,0,0,0
0.22231411933898926,0,0,0,0,0
0.22358250617980957,0,0,0,0,0
0.22521328926086426,0,0,0,0,0
0.22652816772460938,0,0,0,0,0
0.2290487289428711,0,0,0,0,0
0.23296117782592773,0,0,0,0,0
0.23675966262817383,0,0,0,0,0
0.2379131317138672,0,0,0,0,0
0.23913359642028809,0,0,0,0,0
0.24062895774841309,0,0,0,0,0
0.24265742301940918,0,0,0,0,0
0.24567532539367676,0,0,0,0,0
0.247847318649292,0,0,0,0,0
0.25005674362182617,0,0,0,0,0
0.2514913082122803,0,0,0,0,0
0.25290846824645996,0,0,0,0,0
0.25435662269592285,0,0,0,0,0
0.25638365745544434,0,0,0,0,0
0.2585031986236572,0,0,0,0,0
0.26007938385009766,0,0,0,0,0
0.2613558769226074,0,0,0,0,0
0.26265382766723633,0,0,0,0,0
0.26416826248168945,0,0,0,0,0
0.2656998634338379,0,0,0,0,0
0.26802921295166016,0,0,0,0,0
0.27099156379699707,0,0,0,0,0
0.2725250720977783,0,0,0,0,0
0.274212121963501,0,0,0,0,0
0.27547621726989746,0,0,0,0,0
0.276857852935791,0,0,0,0,0
0.2791249752044678,0,0,0,0,0
0.282611608505249,0,0,0,0,0
0.28496670722961426,0,0,0,0,0
0.28683900833129883,0,0,0,0,0
0.28947997093200684,0,0,0,0,0
0.2918374538421631,0,0,0,0,0
0.29364585876464844,0,0,0,0,0
0.29683446884155273,0,0,0,0,0
0.3007986545562744,0,0,0,0,0
0.30222654342651367,0,0,0,0,0
0.3037116527557373,0,0,0,0,0
0.3052940368652344,0,0,0,0,0
0.30676889419555664,0,0,0,0,0
0.3092348575592041,0,0,0,0,0
0.31218576431274414,0,0,0,0,0
0.3139803409576416,0,0,0,0,0
0.3155684471130371,0,0,0,0,0
0.31755685806274414,0,0,0,0,0
0.3191032409667969,0,0,0,0,0
0.32108187675476074,0,0,0,0,0
0.3234410285949707,0,0,0,0,0
0.3264434337615967,0,0,0,0,0
0.32848334312438965,0,0,0,0,0
0.3323853015899658,0,0,0,0,0
0.3338000774383545,0,0,0,0,0
0.3353128433227539,0,0,0,0,0
0.33936572074890137,0,0,0,0,0
0.3420224189758301,0,0,0,0,0
0.34356069564819336,0,0,0,0,0
0.34524011611938477,0,0,0,0,0
0.34677958488464355,0,0,0,0,0
0.3482654094696045,0,0,0,0,0
